,Quality of Life Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,pop_thou,Percent Fertile,chrstpct,judpct,islmpct,budpct,zorpct,bahpct,anmpct,nonpct,othrpct,Country,AvgTemperature,pct_lt_sec,pct_some_sec,pct_some_ter,avg_5_yr_pct_growth,OC,AS,EU,SA,NA,AF
76,179.17,71.95,71.4,57.64,5.73,27.62,573.0,46.72027823721074,1,0,0,0,0,0,0,1,1,Spain,61.26926397582565,0.15000000000000002,0.33,0.22,0.029668411867364748,0,0,1,0,0,0
77,143.81,46.675625,77.53375000000003,78.04437499999997,7.59,41.20937500000001,2647.0,45.680610662694775,1,0,0,0,0,0,0,1,1,United Kingdom,49.648305633498744,0.205,0.38,0.28,0.04080090668681526,0,0,1,0,0,0
78,170.3990909090909,76.83999999999997,78.67818181818183,23.40272727272727,7.317272727272727,31.99272727272727,661.0,53.94534356764935,0,0,1,0,1,1,0,0,0,India,81.53172890135951,0.28500000000000003,0.26,0.095,0.06959152798789713,0,1,0,0,0,0
79,41.575,37.559375,65.39437500000001,42.195625,20.4175,55.51062500000001,12926.0,52.493163282874114,0,0,1,0,0,0,0,0,0,Philippines,81.54242391538948,0.21,0.32,0.315,0.07883335912115116,0,1,0,0,0,0
80,119.131,51.101000000000006,76.167,31.912999999999997,17.406,39.38800000000001,3877.0,53.849560117675864,1,0,0,0,0,1,1,0,0,Colombia,55.243956399740725,0.25,0.28500000000000003,0.19,0.09311323188031984,0,0,0,1,0,0
81,178.90166666666667,57.465,75.54277777777777,88.6111111111111,8.879444444444445,38.25444444444444,4218.0,47.940359271216195,1,0,0,0,0,0,0,1,1,Australia,68.07249082667806,0.07500000000000001,0.44,0.33,0.06258890469416785,1,0,0,0,0,0
82,101.98333333333332,52.30222222222223,70.89333333333333,83.36611111111112,17.47277777777778,38.58222222222221,3093.0,43.34413349593153,1,0,0,0,0,0,0,1,0,Italy,54.195920569825184,0.135,0.385,0.125,0.012285806660200453,0,0,1,0,0,0
83,125.15461538461538,69.65461538461538,57.30923076923079,36.214615384615385,16.643076923076922,29.54,1905.0,47.67892201977325,0,0,0,0,0,0,0,1,1,Belarus,41.82123272884281,0.04,0.69,0.195,0.030971128608923884,0,0,1,0,0,0
84,142.92461538461538,49.09615384615386,61.69307692307692,37.84307692307693,5.8538461538461535,29.741538461538454,4500.0,53.3109535033709,1,0,0,0,0,0,0,0,0,Mexico,2.6051114482436546,0.195,0.325,0.14500000000000002,0.08377777777777778,0,0,0,0,1,0
85,118.49363636363636,44.356363636363646,65.37454545454545,57.95454545454545,16.343636363636364,42.51454545454546,1707.0,48.301416670484095,1,0,0,0,0,0,1,0,0,Uruguay,60.974865098208596,0.335,0.31,0.125,0.02753368482718219,0,0,0,1,0,0
86,164.1122222222222,66.54999999999998,64.19722222222221,72.95888888888888,6.2266666666666675,41.467222222222226,3976.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.04652917505030181,0,0,0,0,1,0
87,48.132777777777775,55.791111111111114,63.27388888888889,30.921111111111106,32.46722222222222,62.78166666666666,21101.0,53.94534356764935,0,0,1,0,1,1,0,0,0,India,81.53172890135951,0.28500000000000003,0.26,0.095,0.07814795507321928,0,1,0,0,0,0
88,53.37230769230769,37.09384615384615,58.47538461538462,43.670769230769224,36.15692307692307,59.390769230769216,3981.0,50.651547253196966,1,0,0,0,0,1,1,0,0,Kenya,23.452060975609776,0.185,0.305,0.035,0.17709118311981914,0,0,0,0,0,1
89,160.42352941176472,60.07470588235294,74.03588235294117,113.03411764705885,10.197647058823529,34.58058823529411,983.0,47.217151917531574,1,0,0,0,0,0,0,1,1,Norway,40.923372044794604,0.015,0.415,0.315,0.08341810783316378,0,0,1,0,0,0
90,198.89,75.70937500000002,72.25874999999998,71.754375,5.3012500000000005,35.54375,1322.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.07564296520423601,0,0,0,0,1,0
91,113.88277777777779,47.1911111111111,76.88611111111112,94.6527777777778,18.54444444444444,39.610555555555564,10858.0,43.34770334283145,1,0,0,0,0,0,0,1,1,France,56.452460608677036,0.185,0.425,0.275,0.03619451095966108,0,0,1,0,0,0
92,183.2605555555556,55.25666666666668,75.18777777777777,94.96555555555555,6.814444444444443,36.77277777777778,1865.0,47.940359271216195,1,0,0,0,0,0,0,1,1,Australia,68.07249082667806,0.07500000000000001,0.44,0.33,0.08632707774798927,1,0,0,0,0,0
93,145.7627777777778,58.85888888888889,72.77555555555556,55.29666666666666,10.037777777777775,28.02111111111111,1307.0,44.651111056594324,1,0,0,0,0,0,0,1,1,Portugal,61.857770343189905,0.25,0.235,0.135,0.016832440703902066,0,0,1,0,0,0
94,100.765,23.430000000000003,57.895,44.61583333333334,14.035833333333334,38.26416666666668,3599.0,54.59654890159675,1,0,0,0,0,0,1,0,0,Brazil,70.36527088279736,0.195,0.305,0.105,0.03473186996387886,0,0,0,1,0,0
95,127.89999999999998,72.35625,55.99875,43.3575,12.69125,33.67875,547.0,48.1612394817352,1,0,0,0,0,0,0,0,1,Poland,47.77608461040342,0.005,0.625,0.21,-0.018281535648994516,0,0,1,0,0,0
96,138.16857142857143,20.05142857142857,67.39571428571428,45.801428571428566,2.317857142857143,47.070714285714295,2025.0,54.85852603729413,1,0,0,0,0,1,1,0,0,South Africa,61.940416576731884,0.105,0.385,0.045,0.1674074074074074,0,0,0,0,0,1
97,111.17555555555555,57.07277777777779,66.63611111111109,28.316111111111113,10.578888888888887,51.04611111111112,5727.0,53.94534356764935,0,0,1,0,1,1,0,0,0,India,81.53172890135951,0.28500000000000003,0.26,0.095,0.12991094814038764,0,1,0,0,0,0
98,147.31,92.58,79.8,32.46,22.76,28.06,4552.0,52.973105968645925,0,0,0,1,0,0,1,1,0,,54.719976257284614,0.21,0.45,0.105,0.1265377855887522,0,1,0,0,0,0
99,181.16333333333333,84.66666666666667,71.61,66.67,4.205,29.22,804.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.05721393034825871,0,0,0,0,1,0
100,115.72166666666668,43.3,68.605,44.35833333333333,11.79,41.36833333333333,1733.0,52.683209330403436,1,0,0,0,0,0,0,0,0,,70.36527088279736,0.25,0.195,0.21,0.07616849394114253,0,0,0,1,0,0
101,67.58,22.05666666666667,66.05,38.47666666666667,16.61,49.51,3730.0,54.59654890159675,1,0,0,0,0,0,1,0,0,Brazil,70.36527088279736,0.195,0.305,0.105,0.04584450402144772,0,0,0,1,0,0
102,137.725,61.98083333333334,59.75416666666666,51.97583333333333,10.28,31.49666666666667,622.0,44.3413169616487,1,0,0,0,0,0,0,1,1,Latvia,44.13642348370398,0.025,0.47,0.33,-0.0707395498392283,0,0,1,0,0,0
103,42.44944444444445,24.558888888888887,43.86333333333333,55.44222222222222,21.69611111111111,51.702777777777776,12867.0,54.59654890159675,1,0,0,0,0,0,1,0,0,Brazil,70.36527088279736,0.195,0.305,0.105,0.038703660526929355,0,0,0,1,0,0
104,172.26111111111112,63.53666666666666,78.82222222222222,75.18444444444444,6.376666666666666,30.074444444444445,1001.0,44.442243382065904,1,0,0,0,0,0,0,1,1,,49.648305633498744,0.08499999999999999,0.405,0.27,0.004995004995004995,0,0,1,0,0,0
105,113.728,44.16,62.86,54.23,9.382,65.116,1183.0,53.47753786773606,1,1,0,1,1,1,0,1,0,Costa Rica,70.37572846967439,0.385,0.175,0.175,0.05156382079459002,0,0,0,0,1,0
106,127.53000000000002,30.836666666666666,61.575,71.05333333333334,4.783333333333332,38.12333333333334,2466.0,46.136244363460506,1,1,0,1,1,1,0,1,0,,39.38388732394368,0.07500000000000001,0.45,0.315,-0.004866180048661801,0,0,0,0,1,0
107,93.24944444444445,49.711111111111116,64.47388888888891,54.166111111111114,13.225555555555555,40.692777777777785,6494.0,51.935115580759145,1,0,0,0,0,0,1,0,1,,70.36527088279736,0.14500000000000002,0.42,0.16,0.034955343393902064,0,0,0,1,0,0
108,57.88166666666668,28.515,55.45333333333334,56.11444444444446,18.257777777777783,47.016111111111115,20948.0,54.59654890159675,1,0,0,0,0,0,1,0,0,Brazil,70.36527088279736,0.195,0.305,0.105,0.0609604735535612,0,0,0,1,0,0
